,película,año,imdb,metascore,votos,n_imdb
1567,Una Guerra de Película,2008,7.1,71,434396,71.0
1568,Cloverfield,2008,7.0,64,411915,70.0
1569,Wanted,2008,6.7,64,400924,67.0
1570,Yes Man,2008,6.8,46,374633,68.0
1571,Pineapple Express,2008,6.9,64,350463,69.0
1572,Burn After Reading,2008,7.0,63,344161,70.0
1573,Jumper,2008,6.1,35,316364,61.0
1574,The Wrestler,2008,7.9,80,314768,79.0
1575,Seven Pounds,2008,7.6,36,310410,76.0
1576,Step Brothers,2008,6.9,51,309126,69.0
1577,Forgetting Sarah Marshall,2008,7.1,67,295833,71.0
1578,Hellboy II: The Golden Army,2008,7.0,78,280465,70.0
1579,Vicky Cristina Barcelona,2008,7.1,70,263343,71.0
1580,Mamma Mia!,2008,6.5,51,261971,65.0
1581,Changeling,2008,7.8,63,261400,78.0
1582,21,2008,6.8,48,261220,68.0
1583,RocknRolla,2008,7.2,53,260401,72.0
1584,Valkyrie,2008,7.1,56,253488,71.0
1585,The Reader,2008,7.6,58,253435,76.0
1586,Rambo,2008,7.0,46,239544,70.0
1587,Madagascar: Escape 2 Africa,2008,6.6,61,239529,66.0
1588,Role Models,2008,6.8,61,237216,68.0
1589,Body of Lies,2008,7.0,57,234501,70.0
1590,The Boy in the Striped Pajamas,2008,7.7,55,234069,77.0
1591,Ip Man,2008,8.0,59,230029,80.0
1592,El superagente 86,2008,6.5,54,224390,65.0
1593,Déjame entrar,2008,7.9,82,222561,79.0
1594,Bolt,2008,6.8,67,221885,68.0
1595,Revolutionary Road,2008,7.3,69,220290,73.0
1596,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,219169,65.0
1597,Death Race,2008,6.4,43,215211,64.0
1598,The Happening,2008,5.0,34,213107,50.0
1599,You Don't Mess with the Zohan,2008,5.6,54,209413,56.0
1600,Eagle Eye,2008,6.6,43,192277,66.0
1601,The Bank Job,2008,7.2,69,186361,72.0
1602,What Happens in Vegas,2008,6.1,36,183528,61.0
1603,Zack and Miri Make a Porno,2008,6.5,56,180583,65.0
1604,Milk,2008,7.5,83,177338,75.0
1605,The Day the Earth Stood Still,2008,5.5,40,175766,55.0
1606,Transporter 3,2008,6.0,51,172952,60.0
1607,"Definitely, Maybe",2008,7.1,59,170467,71.0
1608,27 Dresses,2008,6.1,47,170393,61.0
1609,The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,167277,52.0
1610,Marley & Me,2008,7.0,53,163864,70.0
1611,Ponyo y el secreto de la sirenita,2008,7.6,86,153887,76.0
1612,Defiance,2008,7.1,58,152972,71.0
1613,Vantage Point,2008,6.6,40,152697,66.0
1614,Horton y el Mundo de los Quién,2008,6.8,71,146878,68.0
1615,Harold & Kumar Escape from Guantanamo Bay,2008,6.5,57,140202,65.0
1616,The Strangers,2008,6.1,47,137551,61.0
1617,Bronson,2008,7.0,71,137355,70.0
1618,"10,000 BC",2008,5.1,34,133969,51.0
1619,Doubt,2008,7.5,68,133785,75.0
1620,Saw V,2008,5.8,20,130402,58.0
1621,Max Payne,2008,5.3,31,128663,53.0
1622,Journey to the Center of the Earth,2008,5.8,57,128239,58.0
1623,Australia,2008,6.6,53,127471,66.0
1624,Sex and the City,2008,5.7,53,125172,57.0
1625,Street Kings,2008,6.8,55,117672,68.0
1626,The Other Boleyn Girl,2008,6.7,50,117321,67.0
1627,Mirrors,2008,6.1,35,111318,61.0
1628,Frost/Nixon,2008,7.7,80,110777,77.0
1629,Meet the Spartans,2008,2.8,9,110385,28.0
1630,The Forbidden Kingdom,2008,6.5,57,108190,65.0
1631,Never Back Down,2008,6.5,39,104563,65.0
1632,The Spiderwick Chronicles,2008,6.5,62,100086,65.0
1633,Bedtime Stories,2008,6.0,33,99123,60.0
1634,Babylon A.D.,2008,5.5,26,97522,55.0
1635,"Synecdoche, New York",2008,7.5,67,95739,75.0
1636,Nick and Norah's Infinite Playlist,2008,6.6,64,94423,66.0
1637,Disaster Movie,2008,1.9,15,93517,19.0
1638,The X Files: I Want to Believe,2008,5.9,47,93002,59.0
1639,Originalmente pirata,2008,6.4,52,92803,64.0
1640,Righteous Kill,2008,6.0,36,90706,60.0
1641,Eden Lake,2008,6.7,65,90660,67.0
1642,Sex Drive,2008,6.5,49,90251,65.0
1643,Step Up 2: The Streets,2008,6.2,50,89746,62.0
1644,The House Bunny,2008,5.5,55,87461,55.0
1645,The Duchess,2008,6.9,62,85895,69.0
1646,Semi-Pro,2008,5.8,47,84746,58.0
1647,Fool's Gold,2008,5.7,29,82767,57.0
1648,Felon,2008,7.4,58,82289,74.0
1649,Inkheart,2008,6.1,49,80699,61.0
1650,Doomsday,2008,5.9,51,78839,59.0
1651,The Ruins,2008,5.9,44,78328,59.0
1652,Outlander,2008,6.2,40,77456,62.0
1653,Speed Racer,2008,6.1,37,76748,61.0
1654,Ghost Town,2008,6.7,72,76449,67.0
1655,Four Christmases,2008,5.7,41,76394,57.0
1656,Quarantine,2008,5.9,53,75609,59.0
1657,Quiero robarme a la novia,2008,5.8,37,74476,58.0
1658,Blindness,2008,6.5,45,74329,65.0
1659,Sunshine Cleaning,2008,6.8,61,73095,68.0
1660,Superhero Movie,2008,4.6,33,73048,46.0
1661,Hunger,2008,7.5,82,72277,75.0
1662,How to Lose Friends & Alienate People,2008,6.4,35,70459,64.0
1663,Star Wars: The Clone Wars,2008,5.9,35,70193,59.0
1664,Chugyeokja,2008,7.8,64,70089,78.0
1665,The Midnight Meat Train,2008,6.0,58,68660,60.0
1666,City of Ember,2008,6.4,58,68418,64.0
1667,Punisher: War Zone,2008,5.9,30,65745,59.0
1668,High School Musical 3: Senior Year,2008,4.9,57,65654,49.0
1669,Appaloosa,2008,6.7,64,63124,67.0
1670,Pride and Glory,2008,6.6,45,62372,66.0
1671,The Spirit,2008,4.7,30,62285,47.0
1672,Drillbit Taylor,2008,5.7,41,61694,57.0
1673,Religulous,2008,7.6,56,59841,76.0
1674,Vals Im Bashir,2008,8.0,91,59349,80.0
1675,Traitor,2008,6.9,61,58621,69.0
1676,Bangkok Dangerous,2008,5.3,24,57747,53.0
1677,Man on Wire,2008,7.7,89,57687,77.0
1678,The Eye,2008,5.4,36,55315,54.0
1679,Lakeview Terrace,2008,6.2,47,54381,62.0
1680,The Love Guru,2008,3.8,24,54156,38.0
1681,Transsiberian,2008,6.6,72,54078,66.0
1682,Okuribito,2008,8.0,68,53875,80.0
1683,Untraceable,2008,6.2,32,52103,62.0
1684,The Brothers Bloom,2008,6.7,55,51997,67.0
1685,"Food, Inc.",2008,7.8,80,51786,78.0
1686,Rachel Getting Married,2008,6.7,85,50486,67.0
1687,Gomorra,2008,7.0,87,50344,70.0
1688,W.,2008,6.3,56,49473,63.0
1689,Chi bi,2008,7.3,73,47652,73.0
1690,"New York, I Love You",2008,6.2,49,47116,62.0
1691,Baby Mama,2008,6.0,55,46578,60.0
1692,My Best Friend's Girl,2008,5.8,34,45602,58.0
1693,Meet Dave,2008,5.1,43,42716,51.0
1694,Two Lovers,2008,7.0,74,42434,70.0
1695,Happy-Go-Lucky,2008,7.0,84,40568,70.0
1696,Deception,2008,6.0,31,40321,60.0
1697,Splinter,2008,6.1,58,39821,61.0
1698,JCVD,2008,7.1,64,39802,71.0
1699,The Rocker,2008,6.2,53,39680,62.0
1700,The Tale of Despereaux,2008,6.1,53,39304,61.0
1701,Nothing But the Truth,2008,7.2,64,39251,72.0
1702,Der Baader Meinhof Komplex,2008,7.3,76,39203,73.0
1703,Dear Zachary: A Letter to a Son About His Father,2008,8.5,82,39065,85.0
1704,The Hottie & the Nottie,2008,1.9,7,38864,19.0
1705,Passengers,2008,5.8,40,38309,58.0
1706,Prom Night,2008,3.9,17,37427,39.0
1707,Joheunnom nabbeunnom isanghannom,2008,7.2,69,37061,72.0
1708,Shutter,2008,5.2,37,36583,52.0
1709,Nim's Island,2008,6.0,55,36267,60.0
1710,Entre les murs,2008,7.5,92,36054,75.0
1711,L'instinct de mort,2008,7.5,71,34760,75.0
1712,Che: Part Two,2008,6.8,64,34546,68.0
1713,Pontypool,2008,6.5,54,34071,65.0
1714,Jodhaa Akbar,2008,7.5,69,33892,75.0
1715,One Missed Call,2008,4.0,24,33531,40.0
1716,Choke,2008,6.4,47,33190,64.0
1717,Pathology,2008,5.9,55,32972,59.0
1718,Leatherheads,2008,6.0,56,32962,60.0
1719,Ong Bak 2,2008,6.2,47,31476,62.0
1720,The Wackness,2008,6.9,61,31086,69.0
1721,L'ennemi public n°1,2008,7.4,72,30751,74.0
1722,The Sisterhood of the Traveling Pants 2,2008,6.2,63,30239,62.0
1723,Miss Pettigrew Lives for a Day,2008,7.0,63,29296,70.0
1724,Max Manus,2008,7.3,60,29133,73.0
1725,The Secret Life of Bees,2008,7.2,57,27342,72.0
1726,Frozen River,2008,7.1,82,26150,71.0
1727,Repo! The Genetic Opera,2008,6.4,32,25944,64.0
1728,Nights in Rodanthe,2008,6.0,39,25896,60.0
1729,Beverly Hills Chihuahua,2008,3.9,41,25318,39.0
1730,Over Her Dead Body,2008,5.2,30,25197,52.0
1731,The Accidental Husband,2008,5.5,14,25119,55.0
1732,Igor,2008,5.9,40,23987,59.0
1733,Fireproof,2008,6.4,28,23641,64.0
1734,Smart People,2008,6.1,57,23362,61.0
1735,Elegy,2008,6.7,66,22983,67.0
1736,Cadillac Records,2008,7.0,65,22589,70.0
1737,The Express,2008,7.2,58,22584,72.0
1738,The Women,2008,5.0,27,22508,50.0
1739,Strange Wilderness,2008,5.2,12,22464,52.0
1740,Mad Money,2008,5.9,41,22369,59.0
1741,Üç Maymun,2008,7.3,73,22340,73.0
1742,"War, Inc.",2008,5.5,37,22315,55.0
1743,Last Chance Harvey,2008,6.6,57,22114,66.0
1744,Bastardos Sin Gloria,2009,8.3,69,1517915,83.0
1745,Avatar,2009,7.9,83,1358420,79.0
1746,Up,2009,8.3,88,1086155,83.0
1747,Qué pasó Ayer,2009,7.7,73,818268,77.0
1748,District 9,2009,7.9,81,700816,79.0
1749,Sherlock Holmes,2009,7.6,57,653976,76.0
1750,Star Trek,2009,7.9,82,613424,79.0
1751,Zombieland,2009,7.6,73,601972,76.0
1752,Harry Potter and the Half-Blood Prince,2009,7.6,78,572261,76.0
1753,Watchmen,2009,7.6,56,568284,76.0
1754,(500) Days of Summer,2009,7.7,76,538104,77.0
1755,X-Men Origins: Wolverine,2009,6.5,40,519703,65.0
1756,Transformers: Revenge of the Fallen,2009,5.9,35,420604,59.0
1757,3 Idiots,2009,8.4,67,416593,84.0
1758,2012,2009,5.8,49,389260,58.0
1759,Terminator Salvation,2009,6.5,49,371456,65.0
1760,Moon,2009,7.8,67,369267,78.0
1761,The Blind Side,2009,7.6,53,349997,76.0
1762,Up in the Air,2009,7.4,83,344208,74.0
1763,The Proposal,2009,6.7,48,343421,67.0
1764,Public Enemies,2009,7.0,70,312039,70.0
1765,Law Abiding Citizen,2009,7.4,34,309791,74.0
1766,Angels & Demons,2009,6.7,48,303099,67.0
1767,Fast & Furious,2009,6.5,46,302396,65.0
1768,The Twilight Saga: New Moon,2009,4.8,44,293185,48.0
1769,Ice Age: Dawn of the Dinosaurs,2009,6.9,50,256423,69.0
1770,Fantastic Mr. Fox,2009,7.9,83,254534,79.0
1771,Coraline,2009,7.7,80,249221,77.0
1772,Cloudy with a Chance of Meatballs,2009,6.9,66,248136,69.0
1773,The Road,2009,7.2,64,248083,72.0
1774,La huérfana,2009,7.0,42,242963,70.0
1775,Knowing,2009,6.2,41,242356,62.0
1776,Mr. Nobody,2009,7.7,63,240921,77.0
1777,The Ugly Truth,2009,6.4,28,225874,64.0
1778,Los hombres que no amaban a las mujeres,2009,7.8,76,220533,78.0
1779,El secreto de sus ojos,2009,8.2,80,216360,82.0
1780,"I Love You, Man",2009,7.0,70,213303,70.0
1781,G.I. Joe: The Rise of Cobra,2009,5.7,32,212848,57.0
1782,Drag Me to Hell,2009,6.6,83,211788,66.0
1783,17 Again,2009,6.4,48,210198,64.0
1784,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,206470,60.0
1785,The Taking of Pelham 123,2009,6.4,55,203769,64.0
1786,He's Just Not That Into You,2009,6.4,47,179058,64.0
1787,Surrogates,2009,6.3,45,178370,63.0
1788,The Lovely Bones,2009,6.6,42,175621,66.0
1789,Monsters vs. Aliens,2009,6.4,56,171109,64.0
1790,Adventureland,2009,6.8,76,165354,68.0
1791,Underworld: Rise of the Lycans,2009,6.5,44,164908,65.0
1792,Invictus,2009,7.3,74,164672,73.0
1793,The Princess and the Frog,2009,7.1,73,158110,71.0
1794,Pandorum,2009,6.7,28,156013,67.0
1795,State of Play,2009,7.1,64,155970,71.0
1796,Crank: High Voltage,2009,6.1,41,155303,61.0
1797,The Time Traveler's Wife,2009,7.1,47,155122,71.0
1798,The Imaginarium of Doctor Parnassus,2009,6.8,65,152255,68.0
1799,Brüno,2009,5.9,54,151918,59.0
1800,A Serious Man,2009,7.0,88,147002,70.0
1801,The Invention of Lying,2009,6.3,58,146017,63.0
1802,9,2009,7.0,60,144280,70.0
1803,Jennifer's Body,2009,5.4,47,143698,54.0
1804,Brothers,2009,7.1,58,138667,71.0
1805,Gamer,2009,5.7,27,138025,57.0
1806,An Education,2009,7.3,85,136687,73.0
1807,The Men Who Stare at Goats,2009,6.2,54,135744,62.0
1808,Daybreakers,2009,6.4,57,132622,64.0
1809,Antichrist,2009,6.5,49,132441,65.0
1810,Julie & Julia,2009,7.0,66,125600,70.0
1811,Navidad divertida de Scrooge,2009,6.8,55,123516,68.0
1812,Funny People,2009,6.3,60,122176,63.0
1813,Saw VI,2009,6.0,30,117912,60.0
1814,A Single Man,2009,7.5,77,115788,75.0
1815,Paul Blart: Mall Cop,2009,5.2,39,114577,52.0
1816,Precious,2009,7.3,78,114290,73.0
1817,The Boat That Rocked,2009,7.3,58,114283,73.0
1818,Push,2009,6.1,36,114182,61.0
1819,Friday the 13th,2009,5.5,34,112948,55.0
1820,Couples Retreat,2009,5.5,23,112411,55.0
1821,Bride Wars,2009,5.5,24,112286,55.0
1822,The Final Destination,2009,5.1,30,111405,51.0
1823,Where the Wild Things Are,2009,6.7,71,107243,67.0
1824,Kynodontas,2009,7.2,73,102516,72.0
1825,Year One,2009,4.9,34,101439,49.0
1826,Un prophète,2009,7.8,90,100715,78.0
1827,Splice,2009,5.8,66,100352,58.0
1828,I Love You Phillip Morris,2009,6.6,65,98332,66.0
1829,The International,2009,6.5,52,98004,65.0
1830,The Last House on the Left,2009,6.5,42,97467,65.0
1831,Flickan som lekte med elden,2009,7.1,66,97262,71.0
1832,My Sister's Keeper,2009,7.3,51,96350,73.0
1833,It's Complicated,2009,6.5,57,96313,65.0
1834,The Box,2009,5.6,47,93912,56.0
1835,Crazy Heart,2009,7.2,83,92930,72.0
1836,Ghosts of Girlfriends Past,2009,5.8,34,92754,58.0
1837,Case 39,2009,6.2,25,91121,62.0
1838,Harry Brown,2009,7.2,55,89941,72.0
1839,Enter the Void,2009,7.2,69,85094,72.0
1840,The Human Centipede (First Sequence),2009,4.4,33,83940,44.0
1841,The Uninvited,2009,6.3,43,83232,63.0
1842,Confessions of a Shopaholic,2009,5.8,38,81458,58.0
1843,The Fourth Kind,2009,5.9,34,80188,59.0
1844,Enemigo interno,2009,6.6,69,79606,66.0
1845,Dragonball Evolution,2009,2.5,45,77650,25.0
1846,[Rec]²,2009,6.5,52,76525,65.0
1847,Chloe,2009,6.3,48,76205,63.0
1848,Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,84,76008,78.0
1849,Whatever Works,2009,7.1,45,75877,71.0
1850,Youth in Revolt,2009,6.4,63,75470,64.0
1851,Solomon Kane,2009,6.1,48,75244,61.0
1852,A Perfect Getaway,2009,6.5,63,75175,65.0
1853,Ninja Assassin,2009,6.3,34,74249,63.0
1854,Land of the Lost,2009,5.3,32,73716,53.0
1855,Luftslottet som sprängdes,2009,7.3,60,73473,73.0
1856,Agora,2009,7.1,55,71842,71.0
1857,The Collector,2009,6.3,29,69510,63.0
1858,Whip It,2009,6.9,68,69355,69.0
1859,Død snø,2009,6.3,61,68908,63.0
1860,Madeo,2009,7.7,79,68672,77.0
1861,The Informant!,2009,6.5,66,66449,65.0
1862,The Boondock Saints II: All Saints Day,2009,6.2,24,66025,62.0
1863,Brooklyn's Finest,2009,6.7,43,65461,67.0
1864,The Young Victoria,2009,7.2,64,64966,72.0
1865,Observe and Report,2009,5.7,54,64360,57.0
1866,Fish Tank,2009,7.3,81,64074,73.0
1867,The Haunting in Connecticut,2009,5.8,33,63878,58.0
1868,Everybody's Fine,2009,7.1,47,63059,71.0
1869,Valhalla Rising,2009,6.0,61,62501,60.0
1870,Race to Witch Mountain,2009,5.7,52,61823,57.0
1871,In the Loop,2009,7.4,83,60322,74.0
1872,Fanboys,2009,6.5,45,60283,65.0
1873,My Bloody Valentine,2009,5.4,51,58869,54.0
1874,Halloween II,2009,4.8,35,57780,48.0
1875,Planet 51,2009,6.0,39,57386,60.0
1876,Darbareye Elly,2009,7.9,87,55724,79.0
1877,The Soloist,2009,6.7,61,54807,67.0
1878,Away We Go,2009,7.0,58,54579,70.0
1879,The Unborn,2009,4.7,30,52780,47.0
1880,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41,52412,45.0
1881,Duplicity,2009,6.1,69,51677,61.0
1882,Black Dynamite,2009,7.4,65,50760,74.0
1883,The Cove,2009,8.4,84,50702,84.0
1884,Bakjwi,2009,7.1,73,49750,71.0
1885,Extract,2009,6.1,61,49709,61.0
1886,The House of the Devil,2009,6.3,73,49533,63.0
1887,G-Force,2009,5.1,41,48712,51.0
1888,Cirque du Freak: The Vampire's Assistant,2009,5.8,43,47422,58.0
1889,The Pink Panther 2,2009,5.6,36,47076,56.0
1890,Banlieue 13: Ultimatum,2009,6.5,64,45688,65.0
1891,Fired Up!,2009,6.1,31,45368,61.0
1892,Notorious,2009,6.7,60,45354,67.0
1893,The Damned United,2009,7.5,81,45137,75.0
1894,Nine,2009,5.8,49,44786,58.0
1895,Hannah Montana: The Movie,2009,4.6,47,44517,46.0
1896,All About Steve,2009,4.8,17,43581,48.0
1897,Capitalism: A Love Story,2009,7.4,61,43523,74.0
1898,The Loved Ones,2009,6.6,73,42825,66.0
1899,Los abrazos rotos,2009,7.2,76,42034,72.0
1900,Did You Hear About the Morgans?,2009,4.9,27,41922,49.0
1901,Coco avant Chanel,2009,6.7,65,41478,67.0
1902,This Is It,2009,7.2,67,41314,72.0
1903,The Joneses,2009,6.4,55,41305,64.0
1904,Spread,2009,5.8,43,41211,58.0
1905,Después de la vida,2009,5.9,36,40109,59.0
1906,World's Greatest Dad,2009,6.9,69,40088,69.0
1907,Soul Kitchen,2009,7.2,76,39669,72.0
1908,Old Dogs,2009,5.3,19,39006,53.0
1909,Astro Boy,2009,6.2,53,38699,62.0
1910,Middle Men,2009,6.8,60,38104,68.0
1911,Mi nombre es John Lennon,2009,7.1,67,38086,71.0
1912,The Secret of Kells,2009,7.5,81,37286,75.0
1913,Defendor,2009,6.7,57,37277,67.0
1914,The Stepfather,2009,5.6,33,37221,56.0
1915,"I Love You, Beth Cooper",2009,5.3,32,36816,53.0
1916,The Messenger,2009,7.1,77,36114,71.0
1917,Adam,2009,7.1,56,35368,71.0
1918,Fighting,2009,5.6,61,33883,56.0
1919,Un Amor Inesperado,2009,5.6,33,33663,56.0
1920,Sin nombre,2009,7.5,77,33639,75.0
1921,Obsessed,2009,5.0,25,33323,50.0
1922,City Island,2009,7.4,66,32215,74.0
1923,Sorority Row,2009,5.1,24,31805,51.0
1924,Armored,2009,5.7,50,31450,57.0
1925,Samâ uôzu,2009,7.4,63,30992,74.0
1926,Micmacs à tire-larigot,2009,7.1,62,30919,71.0
1927,J'ai tué ma mère,2009,7.4,77,30855,74.0
1928,12 Rounds,2009,5.6,38,29944,56.0
1929,Taking Woodstock,2009,6.7,55,29731,67.0
1930,Bright Star,2009,6.9,81,28278,69.0
1931,Leaves of Grass,2009,6.4,58,27634,64.0
1932,The Disappearance of Alice Creed,2009,6.7,65,27251,67.0
1933,El origen,2010,8.8,74,2458052,88.0
1934,Shutter Island,2010,8.2,63,1388570,82.0
1935,Toy Story 3,2010,8.3,92,866781,83.0
1936,Iron Man 2,2010,6.9,57,846604,69.0
1937,Black Swan,2010,8.0,79,797473,80.0
1938,How to Train Your Dragon,2010,8.1,75,772633,81.0
1939,La red social,2010,7.8,95,733079,78.0
1940,El discurso del rey,2010,8.0,88,696104,80.0
1941,Kick-Ass,2010,7.6,66,580558,76.0
1942,Harry Potter y las reliquias de la muerte (parte 1),2010,7.7,65,575937,77.0
1943,Despicable Me,2010,7.6,72,567062,76.0
1944,Tangled,2010,7.7,71,476107,77.0
1945,Scott Pilgrim vs. the World,2010,7.5,69,447136,75.0
1946,Alice in Wonderland,2010,6.4,53,429574,64.0
1947,Easy A,2010,7.0,72,405800,70.0
1948,The Town,2010,7.5,74,405139,75.0
1949,127 Hours,2010,7.5,82,391015,75.0
1950,The Fighter,2010,7.8,79,380543,78.0
1951,The Expendables,2010,6.4,45,356038,64.0
1952,Todo un parto,2010,6.5,51,352541,65.0
1953,True Grit,2010,7.6,80,350098,76.0
1954,Tron,2010,6.8,49,348291,68.0
1955,The Book of Eli,2010,6.8,53,329811,68.0
1956,Insidious,2010,6.8,52,327789,68.0
1957,Salt,2010,6.4,65,324082,64.0
1958,RED,2010,7.0,60,317704,70.0
1959,Prince of Persia: The Sands of Time,2010,6.6,50,298250,66.0
1960,Clash of the Titans,2010,5.8,39,288628,58.0
1961,Megamind,2010,7.3,63,281779,73.0
1962,The Other Guys,2010,6.6,64,280428,66.0
1963,Robin Hood,2010,6.6,53,277177,66.0
1964,The A-Team,2010,6.7,47,265128,67.0
1965,Grown Ups,2010,6.0,30,264472,60.0
1966,The Twilight Saga: Eclipse,2010,5.1,58,254292,51.0
1967,The Tourist,2010,6.0,37,251201,60.0
1968,Predators,2010,6.4,51,238936,64.0
1969,Shrek Forever After,2010,6.3,58,217518,63.0
1970,Love & Other Drugs,2010,6.7,55,214685,67.0
1971,Triste San Valentín,2010,7.3,81,205518,73.0
1972,Knight and Day,2010,6.3,46,205346,63.0
1973,Unstoppable,2010,6.8,69,203515,68.0
1974,Los próximos tres dias,2010,7.3,52,201920,73.0
1975,Machete,2010,6.6,60,201545,66.0
1976,The Karate Kid,2010,6.2,61,197251,62.0
1977,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,195610,59.0
1978,Tucker and Dale vs Evil,2010,7.5,65,187984,75.0
1979,Incendies,2010,8.3,80,187970,83.0
1980,Misión Rockstar,2010,6.3,65,183243,63.0
1981,Hot Tub Time Machine,2010,6.4,63,181682,64.0
1982,Resident Evil: Afterlife,2010,5.8,37,176212,58.0
1983,The Last Airbender,2010,4.0,20,168510,40.0
1984,The Ghost Writer,2010,7.2,77,168286,72.0
1985,Date Night,2010,6.3,56,168239,63.0
1986,The Sorcerer's Apprentice,2010,6.1,46,167030,61.0
1987,Buried,2010,7.0,65,165692,70.0
1988,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53,161393,63.0
1989,Dear John,2010,6.3,43,154559,63.0
1990,Devil,2010,6.3,44,152929,63.0
1991,Remember Me,2010,7.1,40,152421,71.0
1992,Never Let Me Go,2010,7.1,69,150107,71.0
1993,Lazos de sangre,2010,7.1,90,146760,71.0
1994,It's Kind of a Funny Story,2010,7.1,63,146292,71.0
1995,She's Out of My League,2010,6.4,46,141146,64.0
1996,Green Zone,2010,6.8,63,140764,68.0
1997,Ang-ma-reul bo-at-da,2010,7.8,67,139580,78.0
1998,Life as We Know It,2010,6.5,39,136384,65.0
1999,The Kids Are All Right,2010,7.0,86,133005,70.0
2000,The Bounty Hunter,2010,5.5,22,131939,55.0
2001,The Crazies,2010,6.5,56,126308,65.0
2002,Let Me In,2010,7.1,79,125140,71.0
2003,Valentine's Day,2010,5.7,34,123025,57.0
2004,From Paris with Love,2010,6.4,42,120012,64.0
2005,Camino a la libertad,2010,7.3,66,119922,73.0
2006,Little Fockers,2010,5.5,27,116535,55.0
2007,My Name Is Khan,2010,7.9,50,111924,79.0
2008,Faster,2010,6.4,44,110535,64.0
2009,Loco por ella,2010,6.1,52,110008,61.0
2010,Dinner for Schmucks,2010,5.9,56,109475,59.0
2011,Repo Men,2010,6.3,32,109428,63.0
2012,The Wolfman,2010,5.8,43,109203,58.0
2013,Yip Man 2,2010,7.5,67,109030,75.0
2014,Legion,2010,5.3,32,108808,53.0
2015,Leap Year,2010,6.4,33,108481,64.0
2016,Paranormal Activity 2,2010,5.7,53,107784,57.0
2017,The Losers,2010,6.2,44,105227,62.0
2018,Wall Street: Money Never Sleeps,2010,6.2,59,105139,62.0
2019,Letters to Juliet,2010,6.5,50,104684,65.0
2020,A Nightmare on Elm Street,2010,5.2,35,104488,52.0
2021,Saw 3D,2010,5.5,24,103370,55.0
2022,Eat Pray Love,2010,5.8,50,102590,58.0
2023,El ocaso de un asesino,2010,6.3,61,100466,63.0
2024,Arrietty y el mundo de los diminutos,2010,7.6,80,98674,76.0
2025,Edge of Darkness,2010,6.6,55,97064,66.0
2026,Monsters,2010,6.4,63,95130,64.0
2027,Piranha 3D,2010,5.5,53,94807,55.0
2028,Flipped,2010,7.7,45,94433,77.0
2029,Killers,2010,5.4,21,94385,54.0
2030,Hereafter,2010,6.5,56,94384,65.0
2031,Submarine,2010,7.3,76,94307,73.0
2032,Beginners,2010,7.2,81,93865,72.0
2033,Biutiful,2010,7.4,58,93231,74.0
2034,Skyline,2010,4.5,26,91349,45.0
2035,The Last Song,2010,6.0,33,90820,60.0
2036,Burlesque,2010,6.4,47,90429,64.0
2037,Cop Out,2010,5.5,31,89567,55.0
2038,I Spit on Your Grave,2010,6.2,27,89370,62.0
2039,Legend of the Guardians: The Owls of Ga'Hoole,2010,6.9,53,85785,69.0
2040,Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.0,71,85244,80.0
2041,Centurion,2010,6.3,62,84876,63.0
2042,Super,2010,6.7,50,82602,67.0
2043,Sex and the City 2,2010,4.5,27,82396,45.0
2044,Four Lions,2010,7.3,68,82313,73.0
2045,Morning Glory,2010,6.5,57,81142,65.0
2046,Frozen,2010,6.2,43,77852,62.0
2047,Trolljegeren,2010,6.9,61,77805,69.0
2048,Inside Job,2010,8.2,88,77503,82.0
2049,Senna,2010,8.5,79,73429,85.0
2050,Gulliver's Travels,2010,4.9,33,72018,49.0
2051,The Debt,2010,6.8,65,71037,68.0
2052,Exit Through the Gift Shop,2010,7.9,85,67824,79.0
2053,Jackass 3D,2010,7.0,56,67534,70.0
2054,Jûsan-nin no shikaku,2010,7.5,84,67364,75.0
2055,Takers,2010,6.2,45,64687,62.0
2056,Charlie St. Cloud,2010,6.4,37,63881,64.0
2057,When in Rome,2010,5.5,25,63745,55.0
2058,Jonah Hex,2010,4.7,33,60552,47.0
2059,Going the Distance,2010,6.3,51,59498,63.0
2060,Step Up 3D,2010,6.2,45,59446,62.0
2061,Animal Kingdom,2010,7.2,83,59336,72.0
2062,All Good Things,2010,6.3,57,58269,63.0
2063,Diary of a Wimpy Kid,2010,6.2,56,55122,62.0
2064,Hesher,2010,6.9,45,53518,69.0
2065,You Again,2010,5.7,28,53504,57.0
2066,How Do You Know,2010,5.4,46,53419,54.0
